119.8,0.781,73.12,0.248,23.23,-84.07
119.9,0.678,73.11,0.287,23.34,-72.07
119.8,0.582,70.33,0.331,23.08,-60.14
119.7,0.481,64.66,0.413,23.74,-47.76
119.9,0.388,58.98,0.497,23.14,-35.81
119.8,0.298,45,0.649,23.13,-23.8
119.9,0.226,28.13,0.872,23.61,-11.93
120.2,0.196,0,0.999,23.52,-0.035
